SimulationTimeStamp,Received time, Sent time, FlowID, RouteID, SeqNumber, Dest, level, PktType, All latencies, Info Lat, Video Lat, Vibr Lat
9770,9786,1606665500965,1,-1,983,[192.168.1.91- 192.168.1.93],application,video,16,,16,,x
9780,9795,1606665500975,1,-1,984,[192.168.1.91- 192.168.1.93],application,vibrational,15,,,15,x
9789,9802,1606665500984,1,-1,985,[192.168.1.91- 192.168.1.93],application,vibrational,13,,,13,x
9800,9821,1606665500995,1,-1,986,[192.168.1.91- 192.168.1.93],application,info,21,21,,,
9811,9826,1606665501006,1,-1,987,[192.168.1.91- 192.168.1.93],application,vibrational,15,,,15,x
9825,9835,1606665501020,1,-1,988,[192.168.1.91- 192.168.1.93],application,info,10,10,,,
9835,9880,1606665501030,1,-1,989,[192.168.1.91- 192.168.1.93],application,vibrational,45,,,45,x
9859,9882,1606665501054,1,-1,992,[192.168.1.91- 192.168.1.93],application,info,23,23,,,x
9843,9884,1606665501038,1,-1,990,[192.168.1.91- 192.168.1.93],application,vibrational,41,,,41,x
9851,9887,1606665501046,1,-1,991,[192.168.1.91- 192.168.1.93],application,video,36,,36,,x
9877,9890,1606665501072,1,-1,994,[192.168.1.91- 192.168.1.93],application,info,13,13,,,x
9867,9896,1606665501062,1,-1,993,[192.168.1.91- 192.168.1.93],application,info,29,29,,,x
9886,9897,1606665501081,1,-1,995,[192.168.1.91- 192.168.1.93],application,info,11,11,,,x
9895,9907,1606665501090,1,-1,996,[192.168.1.91- 192.168.1.93],application,video,12,,12,,x
9913,9924,1606665501108,1,-1,998,[192.168.1.91- 192.168.1.93],application,video,11,,11,,
9904,9927,1606665501099,1,-1,997,[192.168.1.91- 192.168.1.93],application,video,23,,23,,
9921,9931,1606665501116,1,-1,999,[192.168.1.91- 192.168.1.93],application,info,10,10,,,x
9930,9953,1606665501125,1,-1,1000,[192.168.1.91- 192.168.1.93],application,info,23,23,,,x
9938,9957,1606665501133,1,-1,1001,[192.168.1.91- 192.168.1.93],application,info,19,19,,,x
9947,9959,1606665501142,1,-1,1002,[192.168.1.91- 192.168.1.93],application,info,12,12,,,x
9955,9981,1606665501150,1,-1,1003,[192.168.1.91- 192.168.1.93],application,info,26,26,,,x
9963,9989,1606665501158,1,-1,1004,[192.168.1.91- 192.168.1.93],application,info,26,26,,,x
9972,9995,1606665501167,1,-1,1005,[192.168.1.91- 192.168.1.93],application,video,23,,23,,x
9988,9999,1606665501183,1,-1,1007,[192.168.1.91- 192.168.1.93],application,vibrational,11,,,11,x
9980,10001,1606665501175,1,-1,1006,[192.168.1.91- 192.168.1.93],application,info,21,21,,,x
9996,10020,1606665501191,1,-1,1008,[192.168.1.91- 192.168.1.93],application,info,24,24,,,
10005,10023,1606665501200,1,-1,1009,[192.168.1.91- 192.168.1.93],application,info,18,18,,,x
10009,10030,1606665501204,1,-1,1010,[192.168.1.91- 192.168.1.93],application,vibrational,21,,,21,x
10014,10054,1606665501209,1,-1,1011,[192.168.1.91- 192.168.1.93],application,vibrational,40,,,40,
10022,10055,1606665501217,1,-1,1013,[192.168.1.91- 192.168.1.93],application,video,33,,33,,x
10019,10056,1606665501214,1,-1,1012,[192.168.1.91- 192.168.1.93],application,vibrational,37,,,37,x
10024,10057,1606665501219,1,-1,1014,[192.168.1.91- 192.168.1.93],application,info,33,33,,,x
10028,10078,1606665501223,1,-1,1015,[192.168.1.91- 192.168.1.93],application,vibrational,50,,,50,
10033,10095,1606665501228,1,-1,1016,[192.168.1.91- 192.168.1.93],application,video,62,,62,,x
10037,10098,1606665501232,1,-1,1017,[192.168.1.91- 192.168.1.93],application,info,61,61,,,x
10040,10100,1606665501235,1,-1,1018,[192.168.1.91- 192.168.1.93],application,vibrational,60,,,60,x
10043,10112,1606665501238,1,-1,1019,[192.168.1.91- 192.168.1.93],application,info,69,69,,,x
10047,10114,1606665501242,1,-1,1020,[192.168.1.91- 192.168.1.93],application,video,67,,67,,x
10054,10116,1606665501249,1,-1,1021,[192.168.1.91- 192.168.1.93],application,vibrational,62,,,62,
10060,10118,1606665501255,1,-1,1022,[192.168.1.91- 192.168.1.93],application,info,58,58,,,x
10075,10131,1606665501270,1,-1,1025,[192.168.1.91- 192.168.1.93],application,video,56,,56,,
10069,10132,1606665501264,1,-1,1024,[192.168.1.91- 192.168.1.93],application,info,63,63,,,x
10064,10136,1606665501259,1,-1,1023,[192.168.1.91- 192.168.1.93],application,video,72,,72,,x
10087,10138,1606665501282,1,-1,1027,[192.168.1.91- 192.168.1.93],application,info,51,51,,,x
10091,10141,1606665501286,1,-1,1028,[192.168.1.91- 192.168.1.93],application,info,50,50,,,x
10082,10142,1606665501277,1,-1,1026,[192.168.1.91- 192.168.1.93],application,video,60,,60,,x
10096,10143,1606665501291,1,-1,1029,[192.168.1.91- 192.168.1.93],application,vibrational,47,,,47,
10107,10144,1606665501302,1,-1,1032,[192.168.1.91- 192.168.1.93],application,vibrational,37,,,37,x
10100,10145,1606665501295,1,-1,1030,[192.168.1.91- 192.168.1.93],application,vibrational,45,,,45,x
10103,10175,1606665501298,1,-1,1031,[192.168.1.91- 192.168.1.93],application,vibrational,72,,,72,x
10111,10176,1606665501306,1,-1,1033,[192.168.1.91- 192.168.1.93],application,vibrational,65,,,65,x
10118,10187,1606665501313,1,-1,1034,[192.168.1.91- 192.168.1.93],application,video,69,,69,,x
10129,10188,1606665501324,1,-1,1037,[192.168.1.91- 192.168.1.93],application,info,59,59,,,x
10121,10202,1606665501316,1,-1,1035,[192.168.1.91- 192.168.1.93],application,info,81,81,,,x
10125,10204,1606665501320,1,-1,1036,[192.168.1.91- 192.168.1.93],application,video,79,,79,,x
10135,10205,1606665501330,1,-1,1038,[192.168.1.91- 192.168.1.93],application,info,70,70,,,x
10140,10223,1606665501335,1,-1,1039,[192.168.1.91- 192.168.1.93],application,info,83,83,,,x
10156,10225,1606665501351,1,-1,1042,[192.168.1.91- 192.168.1.93],application,info,69,69,,,x
10161,10226,1606665501356,1,-1,1043,[192.168.1.91- 192.168.1.93],application,video,65,,65,,x
10144,10227,1606665501339,1,-1,1040,[192.168.1.91- 192.168.1.93],application,info,83,83,,,x
10150,10229,1606665501345,1,-1,1041,[192.168.1.91- 192.168.1.93],application,info,79,79,,,x
10164,10252,1606665501359,1,-1,1044,[192.168.1.91- 192.168.1.93],application,info,88,88,,,x
10167,10253,1606665501362,1,-1,1045,[192.168.1.91- 192.168.1.93],application,info,86,86,,,x
10170,10254,1606665501365,1,-1,1046,[192.168.1.91- 192.168.1.93],application,info,84,84,,,x
10181,10256,1606665501376,1,-1,1048,[192.168.1.91- 192.168.1.93],application,vibrational,75,,,75,
10190,10257,1606665501385,1,-1,1050,[192.168.1.91- 192.168.1.93],application,video,67,,67,,x
10173,10258,1606665501368,1,-1,1047,[192.168.1.91- 192.168.1.93],application,vibrational,85,,,85,x
10199,10259,1606665501394,1,-1,1051,[192.168.1.91- 192.168.1.93],application,vibrational,60,,,60,x
10186,10260,1606665501381,1,-1,1049,[192.168.1.91- 192.168.1.93],application,vibrational,74,,,74,x
10209,10270,1606665501404,1,-1,1052,[192.168.1.91- 192.168.1.93],application,vibrational,61,,,61,x
10213,10272,1606665501408,1,-1,1053,[192.168.1.91- 192.168.1.93],application,info,59,59,,,x
10217,10274,1606665501412,1,-1,1054,[192.168.1.91- 192.168.1.93],application,vibrational,57,,,57,x
10227,10276,1606665501422,1,-1,1056,[192.168.1.91- 192.168.1.93],application,video,49,,49,,x
10231,10278,1606665501426,1,-1,1057,[192.168.1.91- 192.168.1.93],application,info,47,47,,,x
10234,10282,1606665501429,1,-1,1058,[192.168.1.91- 192.168.1.93],application,vibrational,48,,,48,x
10223,10284,1606665501418,1,-1,1055,[192.168.1.91- 192.168.1.93],application,video,61,,61,,
10255,10287,1606665501450,1,-1,1059,[192.168.1.91- 192.168.1.93],application,video,32,,32,,x
10263,10294,1606665501458,1,-1,1061,[192.168.1.91- 192.168.1.93],application,info,31,31,,,x
10258,10298,1606665501453,1,-1,1060,[192.168.1.91- 192.168.1.93],application,vibrational,40,,,40,x
10282,10299,1606665501477,1,-1,1064,[192.168.1.91- 192.168.1.93],application,video,17,,17,,
10278,10304,1606665501473,1,-1,1063,[192.168.1.91- 192.168.1.93],application,info,26,26,,,x
10286,10306,1606665501481,1,-1,1065,[192.168.1.91- 192.168.1.93],application,info,20,20,,,x
10268,10307,1606665501463,1,-1,1062,[192.168.1.91- 192.168.1.93],application,info,39,39,,,x
10291,10308,1606665501486,1,-1,1066,[192.168.1.91- 192.168.1.93],application,info,17,17,,,
10294,10327,1606665501489,1,-1,1067,[192.168.1.91- 192.168.1.93],application,info,33,33,,,x
10298,10330,1606665501493,1,-1,1068,[192.168.1.91- 192.168.1.93],application,vibrational,32,,,32,x
10307,10338,1606665501502,1,-1,1070,[192.168.1.91- 192.168.1.93],application,info,31,31,,,
10301,10339,1606665501496,1,-1,1069,[192.168.1.91- 192.168.1.93],application,info,38,38,,,
10315,10341,1606665501510,1,-1,1072,[192.168.1.91- 192.168.1.93],application,video,26,,26,,x
10321,10347,1606665501516,1,-1,1073,[192.168.1.91- 192.168.1.93],application,video,26,,26,,x
10311,10348,1606665501506,1,-1,1071,[192.168.1.91- 192.168.1.93],application,vibrational,37,,,37,x
10326,10351,1606665501521,1,-1,1074,[192.168.1.91- 192.168.1.93],application,info,25,25,,,x
10340,10367,1606665501535,1,-1,1076,[192.168.1.91- 192.168.1.93],application,info,27,27,,,
10337,10371,1606665501532,1,-1,1075,[192.168.1.91- 192.168.1.93],application,info,34,34,,,x
10346,10375,1606665501541,1,-1,1077,[192.168.1.91- 192.168.1.93],application,info,29,29,,,x
10353,10376,1606665501548,1,-1,1078,[192.168.1.91- 192.168.1.93],application,info,23,23,,,x
10364,10383,1606665501559,1,-1,1080,[192.168.1.91- 192.168.1.93],application,video,19,,19,,x
10360,10384,1606665501555,1,-1,1079,[192.168.1.91- 192.168.1.93],application,info,24,24,,,x
10382,10404,1606665501577,1,-1,1082,[192.168.1.91- 192.168.1.93],application,info,22,22,,,x
10378,10405,1606665501573,1,-1,1081,[192.168.1.91- 192.168.1.93],application,info,27,27,,,x
10393,10415,1606665501588,1,-1,1084,[192.168.1.91- 192.168.1.93],application,vibrational,22,,,22,x
10396,10421,1606665501591,1,-1,1085,[192.168.1.91- 192.168.1.93],application,vibrational,25,,,25,x
10401,10425,1606665501596,1,-1,1086,[192.168.1.91- 192.168.1.93],application,info,24,24,,,x
10387,10429,1606665501582,1,-1,1083,[192.168.1.91- 192.168.1.93],application,video,42,,42,,x
10405,10432,1606665501600,1,-1,1087,[192.168.1.91- 192.168.1.93],application,info,27,27,,,x
10410,10443,1606665501605,1,-1,1088,[192.168.1.91- 192.168.1.93],application,vibrational,33,,,33,
10413,10452,1606665501608,1,-1,1089,[192.168.1.91- 192.168.1.93],application,video,39,,39,,x
10417,10454,1606665501612,1,-1,1090,[192.168.1.91- 192.168.1.93],application,vibrational,37,,,37,x
10424,10483,1606665501619,1,-1,1091,[192.168.1.91- 192.168.1.93],application,info,59,59,,,x
10431,10485,1606665501626,1,-1,1092,[192.168.1.91- 192.168.1.93],application,video,54,,54,,x
10435,10486,1606665501630,1,-1,1093,[192.168.1.91- 192.168.1.93],application,info,51,51,,,x
10449,10493,1606665501644,1,-1,1095,[192.168.1.91- 192.168.1.93],application,info,44,44,,,x
10445,10497,1606665501640,1,-1,1094,[192.168.1.91- 192.168.1.93],application,video,52,,52,,x
10453,10499,1606665501648,1,-1,1096,[192.168.1.91- 192.168.1.93],application,video,46,,46,,x
10464,10503,1606665501659,1,-1,1098,[192.168.1.91- 192.168.1.93],application,vibrational,39,,,39,x
10458,10505,1606665501653,1,-1,1097,[192.168.1.91- 192.168.1.93],application,vibrational,47,,,47,x
10478,10507,1606665501673,1,-1,1100,[192.168.1.91- 192.168.1.93],application,info,29,29,,,x
10473,10509,1606665501668,1,-1,1099,[192.168.1.91- 192.168.1.93],application,info,36,36,,,x
10482,10519,1606665501677,1,-1,1101,[192.168.1.91- 192.168.1.93],application,vibrational,37,,,37,
10505,10523,1606665501700,1,-1,1103,[192.168.1.91- 192.168.1.93],application,info,18,18,,,x
10490,10555,1606665501685,1,-1,1102,[192.168.1.91- 192.168.1.93],application,video,65,,65,,x
10511,10557,1606665501706,1,-1,1104,[192.168.1.91- 192.168.1.93],application,info,46,46,,,
10516,10562,1606665501711,1,-1,1105,[192.168.1.91- 192.168.1.93],application,info,46,46,,,x
10520,10565,1606665501715,1,-1,1106,[192.168.1.91- 192.168.1.93],application,video,45,,45,,x
10529,10567,1606665501724,1,-1,1108,[192.168.1.91- 192.168.1.93],application,video,38,,38,,x
10525,10569,1606665501720,1,-1,1107,[192.168.1.91- 192.168.1.93],application,vibrational,44,,,44,x
10541,10572,1606665501736,1,-1,1111,[192.168.1.91- 192.168.1.93],application,video,31,,31,,x
10544,10573,1606665501739,1,-1,1112,[192.168.1.91- 192.168.1.93],application,info,29,29,,,x
10550,10576,1606665501745,1,-1,1113,[192.168.1.91- 192.168.1.93],application,video,26,,26,,x
10537,10578,1606665501732,1,-1,1110,[192.168.1.91- 192.168.1.93],application,video,41,,41,,x
10533,10603,1606665501728,1,-1,1109,[192.168.1.91- 192.168.1.93],application,video,70,,70,,x
10569,10607,1606665501764,1,-1,1117,[192.168.1.91- 192.168.1.93],application,vibrational,38,,,38,x
10565,10610,1606665501760,1,-1,1116,[192.168.1.91- 192.168.1.93],application,vibrational,45,,,45,x
10561,10614,1606665501756,1,-1,1115,[192.168.1.91- 192.168.1.93],application,vibrational,53,,,53,x
10557,10618,1606665501752,1,-1,1114,[192.168.1.91- 192.168.1.93],application,vibrational,61,,,61,x
10586,10620,1606665501781,1,-1,1121,[192.168.1.91- 192.168.1.93],application,info,34,34,,,x
10583,10635,1606665501778,1,-1,1120,[192.168.1.91- 192.168.1.93],application,video,52,,52,,x
10577,10639,1606665501772,1,-1,1119,[192.168.1.91- 192.168.1.93],application,vibrational,62,,,62,x
10573,10641,1606665501768,1,-1,1118,[192.168.1.91- 192.168.1.93],application,vibrational,68,,,68,x
10602,10648,1606665501797,1,-1,1125,[192.168.1.91- 192.168.1.93],application,info,46,46,,,x
10595,10649,1606665501790,1,-1,1123,[192.168.1.91- 192.168.1.93],application,video,54,,54,,x
10598,10652,1606665501793,1,-1,1124,[192.168.1.91- 192.168.1.93],application,vibrational,54,,,54,x
10589,10657,1606665501784,1,-1,1122,[192.168.1.91- 192.168.1.93],application,vibrational,68,,,68,
10619,10658,1606665501814,1,-1,1129,[192.168.1.91- 192.168.1.93],application,vibrational,39,,,39,x
10616,10659,1606665501811,1,-1,1128,[192.168.1.91- 192.168.1.93],application,vibrational,43,,,43,x
10611,10660,1606665501806,1,-1,1127,[192.168.1.91- 192.168.1.93],application,vibrational,49,,,49,
10606,10661,1606665501801,1,-1,1126,[192.168.1.91- 192.168.1.93],application,video,55,,55,,x
10632,10685,1606665501827,1,-1,1132,[192.168.1.91- 192.168.1.93],application,video,53,,53,,x
10623,10695,1606665501818,1,-1,1130,[192.168.1.91- 192.168.1.93],application,video,72,,72,,x
10643,10696,1606665501838,1,-1,1134,[192.168.1.91- 192.168.1.93],application,video,53,,53,,x
10629,10699,1606665501824,1,-1,1131,[192.168.1.91- 192.168.1.93],application,info,70,70,,,
10637,10708,1606665501832,1,-1,1133,[192.168.1.91- 192.168.1.93],application,video,71,,71,,x
10650,10710,1606665501845,1,-1,1136,[192.168.1.91- 192.168.1.93],application,vibrational,60,,,60,x
10647,10712,1606665501842,1,-1,1135,[192.168.1.91- 192.168.1.93],application,vibrational,65,,,65,x
10656,10719,1606665501851,1,-1,1137,[192.168.1.91- 192.168.1.93],application,info,63,63,,,x
10660,10721,1606665501855,1,-1,1138,[192.168.1.91- 192.168.1.93],application,vibrational,61,,,61,x
10677,10737,1606665501872,1,-1,1139,[192.168.1.91- 192.168.1.93],application,info,60,60,,,x
10681,10738,1606665501876,1,-1,1140,[192.168.1.91- 192.168.1.93],application,vibrational,57,,,57,x
10685,10739,1606665501880,1,-1,1141,[192.168.1.91- 192.168.1.93],application,vibrational,54,,,54,x
10688,10742,1606665501883,1,-1,1142,[192.168.1.91- 192.168.1.93],application,vibrational,54,,,54,x
10713,10744,1606665501908,1,-1,1147,[192.168.1.91- 192.168.1.93],application,info,31,31,,,x
10708,10745,1606665501903,1,-1,1146,[192.168.1.91- 192.168.1.93],application,video,37,,37,,x
10700,10748,1606665501895,1,-1,1144,[192.168.1.91- 192.168.1.93],application,video,48,,48,,x
10704,10757,1606665501899,1,-1,1145,[192.168.1.91- 192.168.1.93],application,info,53,53,,,x
10723,10763,1606665501918,1,-1,1149,[192.168.1.91- 192.168.1.93],application,vibrational,40,,,40,x
10694,10776,1606665501889,1,-1,1143,[192.168.1.91- 192.168.1.93],application,video,82,,82,,x
10719,10777,1606665501914,1,-1,1148,[192.168.1.91- 192.168.1.93],application,vibrational,58,,,58,x
10740,10778,1606665501935,1,-1,1152,[192.168.1.91- 192.168.1.93],application,info,38,38,,,
10735,10784,1606665501930,1,-1,1151,[192.168.1.91- 192.168.1.93],application,video,49,,49,,x
10748,10786,1606665501943,1,-1,1154,[192.168.1.91- 192.168.1.93],application,video,38,,38,,x
10753,10796,1606665501948,1,-1,1155,[192.168.1.91- 192.168.1.93],application,video,43,,43,,
10744,10799,1606665501939,1,-1,1153,[192.168.1.91- 192.168.1.93],application,video,55,,55,,x
10731,10804,1606665501926,1,-1,1150,[192.168.1.91- 192.168.1.93],application,vibrational,73,,,73,
10769,10806,1606665501964,1,-1,1157,[192.168.1.91- 192.168.1.93],application,info,37,37,,,x
10758,10809,1606665501953,1,-1,1156,[192.168.1.91- 192.168.1.93],application,vibrational,51,,,51,
10773,10810,1606665501968,1,-1,1158,[192.168.1.91- 192.168.1.93],application,video,37,,37,,x
10782,10836,1606665501977,1,-1,1160,[192.168.1.91- 192.168.1.93],application,info,54,54,,,x
10778,10841,1606665501973,1,-1,1159,[192.168.1.91- 192.168.1.93],application,info,63,63,,,x
10788,10853,1606665501983,1,-1,1162,[192.168.1.91- 192.168.1.93],application,video,65,,65,,x
10801,10866,1606665501996,1,-1,1164,[192.168.1.91- 192.168.1.93],application,vibrational,65,,,65,x
10798,10867,1606665501993,1,-1,1163,[192.168.1.91- 192.168.1.93],application,info,69,69,,,
10785,10868,1606665501980,1,-1,1161,[192.168.1.91- 192.168.1.93],application,video,83,,83,,x
10819,10869,1606665502014,1,-1,1169,[192.168.1.91- 192.168.1.93],application,video,50,,50,,x
10810,10881,1606665502005,1,-1,1166,[192.168.1.91- 192.168.1.93],application,info,71,71,,,x
10807,10884,1606665502002,1,-1,1165,[192.168.1.91- 192.168.1.93],application,info,77,77,,,
10813,10890,1606665502008,1,-1,1167,[192.168.1.91- 192.168.1.93],application,video,77,,77,,x
10816,10891,1606665502011,1,-1,1168,[192.168.1.91- 192.168.1.93],application,vibrational,75,,,75,x
10823,10892,1606665502018,1,-1,1170,[192.168.1.91- 192.168.1.93],application,info,69,69,,,x
10838,10893,1606665502033,1,-1,1174,[192.168.1.91- 192.168.1.93],application,video,55,,55,,x
10835,10894,1606665502030,1,-1,1173,[192.168.1.91- 192.168.1.93],application,video,59,,59,,x
10854,10897,1606665502049,1,-1,1178,[192.168.1.91- 192.168.1.93],application,vibrational,43,,,43,x
10868,10902,1606665502063,1,-1,1179,[192.168.1.91- 192.168.1.93],application,info,34,34,,,x
10828,10934,1606665502023,1,-1,1171,[192.168.1.91- 192.168.1.93],application,vibrational,106,,,106,x
10849,10951,1606665502044,1,-1,1177,[192.168.1.91- 192.168.1.93],application,vibrational,102,,,102,
10890,10952,1606665502085,1,-1,1181,[192.168.1.91- 192.168.1.93],application,video,62,,62,,x
10842,10960,1606665502037,1,-1,1175,[192.168.1.91- 192.168.1.93],application,video,118,,118,,x
10910,10961,1606665502105,1,-1,1185,[192.168.1.91- 192.168.1.93],application,vibrational,51,,,51,x
10875,10963,1606665502070,1,-1,1180,[192.168.1.91- 192.168.1.93],application,info,88,88,,,x
10832,10965,1606665502027,1,-1,1172,[192.168.1.91- 192.168.1.93],application,info,133,133,,,x
10906,10966,1606665502101,1,-1,1184,[192.168.1.91- 192.168.1.93],application,info,60,60,,,x
10900,10967,1606665502095,1,-1,1183,[192.168.1.91- 192.168.1.93],application,vibrational,67,,,67,x
10845,10989,1606665502040,1,-1,1176,[192.168.1.91- 192.168.1.93],application,video,144,,144,,x
10894,10990,1606665502089,1,-1,1182,[192.168.1.91- 192.168.1.93],application,info,96,96,,,x
10926,11002,1606665502121,1,-1,1188,[192.168.1.91- 192.168.1.93],application,info,76,76,,,x
10930,11005,1606665502125,1,-1,1189,[192.168.1.91- 192.168.1.93],application,video,75,,75,,x
10916,11007,1606665502111,1,-1,1186,[192.168.1.91- 192.168.1.93],application,info,91,91,,,x
10921,11017,1606665502116,1,-1,1187,[192.168.1.91- 192.168.1.93],application,video,96,,96,,x
10934,11021,1606665502129,1,-1,1190,[192.168.1.91- 192.168.1.93],application,info,87,87,,,x
10939,11037,1606665502134,1,-1,1191,[192.168.1.91- 192.168.1.93],application,info,98,98,,,x
10942,11038,1606665502137,1,-1,1192,[192.168.1.91- 192.168.1.93],application,vibrational,96,,,96,x
10945,11039,1606665502140,1,-1,1193,[192.168.1.91- 192.168.1.93],application,video,94,,94,,x
10948,11040,1606665502143,1,-1,1194,[192.168.1.91- 192.168.1.93],application,video,92,,92,,x
10951,11041,1606665502146,1,-1,1195,[192.168.1.91- 192.168.1.93],application,video,90,,90,,x
10959,11057,1606665502154,1,-1,1197,[192.168.1.91- 192.168.1.93],application,video,98,,98,,x
10968,11058,1606665502163,1,-1,1199,[192.168.1.91- 192.168.1.93],application,info,90,90,,,x
10955,11066,1606665502150,1,-1,1196,[192.168.1.91- 192.168.1.93],application,video,111,,111,,x
10963,11071,1606665502158,1,-1,1198,[192.168.1.91- 192.168.1.93],application,vibrational,108,,,108,x
10999,11074,1606665502194,1,-1,1204,[192.168.1.91- 192.168.1.93],application,vibrational,75,,,75,x
10971,11082,1606665502166,1,-1,1200,[192.168.1.91- 192.168.1.93],application,video,111,,111,,x
10975,11092,1606665502170,1,-1,1201,[192.168.1.91- 192.168.1.93],application,video,117,,117,,x
10992,11096,1606665502187,1,-1,1203,[192.168.1.91- 192.168.1.93],application,video,104,,104,,x
11014,11104,1606665502209,1,-1,1208,[192.168.1.91- 192.168.1.93],application,vibrational,90,,,90,x
10978,11105,1606665502173,1,-1,1202,[192.168.1.91- 192.168.1.93],application,vibrational,127,,,127,x
11011,11112,1606665502206,1,-1,1207,[192.168.1.91- 192.168.1.93],application,info,101,101,,,x
11002,11117,1606665502197,1,-1,1205,[192.168.1.91- 192.168.1.93],application,video,115,,115,,x
11026,11120,1606665502221,1,-1,1211,[192.168.1.91- 192.168.1.93],application,video,94,,94,,x
11023,11128,1606665502218,1,-1,1210,[192.168.1.91- 192.168.1.93],application,vibrational,105,,,105,
11007,11130,1606665502202,1,-1,1206,[192.168.1.91- 192.168.1.93],application,video,123,,123,,x
11034,11148,1606665502229,1,-1,1213,[192.168.1.91- 192.168.1.93],application,video,114,,114,,x
11029,11152,1606665502224,1,-1,1212,[192.168.1.91- 192.168.1.93],application,video,123,,123,,
11019,11154,1606665502214,1,-1,1209,[192.168.1.91- 192.168.1.93],application,info,135,135,,,x
11042,11156,1606665502237,1,-1,1215,[192.168.1.91- 192.168.1.93],application,vibrational,114,,,114,
11038,11160,1606665502233,1,-1,1214,[192.168.1.91- 192.168.1.93],application,vibrational,122,,,122,x
11050,11162,1606665502245,1,-1,1217,[192.168.1.91- 192.168.1.93],application,info,112,112,,,x
11047,11164,1606665502242,1,-1,1216,[192.168.1.91- 192.168.1.93],application,vibrational,117,,,117,
11066,11165,1606665502261,1,-1,1219,[192.168.1.91- 192.168.1.93],application,video,99,,99,,x
11063,11168,1606665502258,1,-1,1218,[192.168.1.91- 192.168.1.93],application,video,105,,105,,x
11069,11171,1606665502264,1,-1,1220,[192.168.1.91- 192.168.1.93],application,info,102,102,,,x
11087,11197,1606665502282,1,-1,1223,[192.168.1.91- 192.168.1.93],application,info,110,110,,,x
11081,11199,1606665502276,1,-1,1222,[192.168.1.91- 192.168.1.93],application,info,118,118,,,x
11073,11202,1606665502268,1,-1,1221,[192.168.1.91- 192.168.1.93],application,info,129,129,,,x
11098,11205,1606665502293,1,-1,1226,[192.168.1.91- 192.168.1.93],application,info,107,107,,,x
11090,11206,1606665502285,1,-1,1224,[192.168.1.91- 192.168.1.93],application,info,116,116,,,x
11095,11207,1606665502290,1,-1,1225,[192.168.1.91- 192.168.1.93],application,vibrational,112,,,112,x
11104,11214,1606665502299,1,-1,1227,[192.168.1.91- 192.168.1.93],application,info,110,110,,,x
11111,11225,1606665502306,1,-1,1228,[192.168.1.91- 192.168.1.93],application,vibrational,114,,,114,x
11120,11226,1606665502315,1,-1,1229,[192.168.1.91- 192.168.1.93],application,vibrational,106,,,106,x
11139,11227,1606665502334,1,-1,1233,[192.168.1.91- 192.168.1.93],application,video,88,,88,,
11131,11228,1606665502326,1,-1,1231,[192.168.1.91- 192.168.1.93],application,info,97,97,,,x
11127,11228,1606665502322,1,-1,1230,[192.168.1.91- 192.168.1.93],application,info,101,101,,,x
11144,11229,1606665502339,1,-1,1234,[192.168.1.91- 192.168.1.93],application,info,85,85,,,
11154,11230,1606665502349,1,-1,1235,[192.168.1.91- 192.168.1.93],application,video,76,,76,,x
11135,11245,1606665502330,1,-1,1232,[192.168.1.91- 192.168.1.93],application,vibrational,110,,,110,x
11157,11247,1606665502352,1,-1,1236,[192.168.1.91- 192.168.1.93],application,vibrational,90,,,90,x
11162,11248,1606665502357,1,-1,1237,[192.168.1.91- 192.168.1.93],application,video,86,,86,,x
11166,11250,1606665502361,1,-1,1238,[192.168.1.91- 192.168.1.93],application,video,84,,84,,x
11170,11252,1606665502365,1,-1,1239,[192.168.1.91- 192.168.1.93],application,vibrational,82,,,82,x
11174,11277,1606665502369,1,-1,1240,[192.168.1.91- 192.168.1.93],application,vibrational,103,,,103,
11192,11295,1606665502387,1,-1,1243,[192.168.1.91- 192.168.1.93],application,vibrational,103,,,103,x
11189,11297,1606665502384,1,-1,1242,[192.168.1.91- 192.168.1.93],application,video,108,,108,,x
11180,11305,1606665502375,1,-1,1241,[192.168.1.91- 192.168.1.93],application,info,125,125,,,x
11196,11308,1606665502391,1,-1,1244,[192.168.1.91- 192.168.1.93],application,video,112,,112,,x
11206,11311,1606665502401,1,-1,1246,[192.168.1.91- 192.168.1.93],application,vibrational,105,,,105,x
11202,11319,1606665502397,1,-1,1245,[192.168.1.91- 192.168.1.93],application,vibrational,117,,,117,x
11209,11321,1606665502404,1,-1,1247,[192.168.1.91- 192.168.1.93],application,info,112,112,,,x
11218,11323,1606665502413,1,-1,1249,[192.168.1.91- 192.168.1.93],application,info,105,105,,,x
11225,11324,1606665502420,1,-1,1251,[192.168.1.91- 192.168.1.93],application,vibrational,99,,,99,x
11213,11325,1606665502408,1,-1,1248,[192.168.1.91- 192.168.1.93],application,video,112,,112,,x
11236,11328,1606665502431,1,-1,1252,[192.168.1.91- 192.168.1.93],application,info,92,92,,,x
11242,11330,1606665502437,1,-1,1253,[192.168.1.91- 192.168.1.93],application,vibrational,88,,,88,x
11222,11331,1606665502417,1,-1,1250,[192.168.1.91- 192.168.1.93],application,video,109,,109,,x
11249,11332,1606665502444,1,-1,1254,[192.168.1.91- 192.168.1.93],application,info,83,83,,,x
11255,11357,1606665502450,1,-1,1255,[192.168.1.91- 192.168.1.93],application,video,102,,102,,x
11258,11358,1606665502453,1,-1,1256,[192.168.1.91- 192.168.1.93],application,vibrational,100,,,100,
