SimulationTimeStamp,Received time, Sent time, FlowID, RouteID, SeqNumber, Dest, level, PktType, All latencies, Info Lat, Video Lat, Vibr Lat
7981,7991,1606613081650,1,-1,810,[192.168.1.91- 192.168.1.93],application,vibrational,10,,,10,x
7996,8002,1606613081665,1,-1,811,[192.168.1.91- 192.168.1.93],application,info,6,6,,,x
8005,8021,1606613081674,1,-1,812,[192.168.1.91- 192.168.1.93],application,video,16,,16,,x
8014,8024,1606613081683,1,-1,813,[192.168.1.91- 192.168.1.93],application,video,10,,10,,x
8022,8029,1606613081691,1,-1,814,[192.168.1.91- 192.168.1.93],application,video,7,,7,,x
8032,8046,1606613081701,1,-1,815,[192.168.1.91- 192.168.1.93],application,info,14,14,,,x
8042,8054,1606613081711,1,-1,816,[192.168.1.91- 192.168.1.93],application,video,12,,12,,x
8050,8073,1606613081719,1,-1,817,[192.168.1.91- 192.168.1.93],application,video,23,,23,,x
8061,8086,1606613081730,1,-1,818,[192.168.1.91- 192.168.1.93],application,info,25,25,,,x
8072,8088,1606613081741,1,-1,819,[192.168.1.91- 192.168.1.93],application,info,16,16,,,x
8081,8098,1606613081750,1,-1,820,[192.168.1.91- 192.168.1.93],application,vibrational,17,,,17,x
8089,8101,1606613081758,1,-1,821,[192.168.1.91- 192.168.1.93],application,vibrational,12,,,12,x
8099,8108,1606613081768,1,-1,822,[192.168.1.91- 192.168.1.93],application,info,9,9,,,x
8110,8134,1606613081779,1,-1,823,[192.168.1.91- 192.168.1.93],application,info,24,24,,,x
8121,8136,1606613081790,1,-1,824,[192.168.1.91- 192.168.1.93],application,vibrational,15,,,15,x
8129,8139,1606613081798,1,-1,825,[192.168.1.91- 192.168.1.93],application,video,10,,10,,x
8137,8147,1606613081806,1,-1,826,[192.168.1.91- 192.168.1.93],application,video,10,,10,,x
8146,8157,1606613081815,1,-1,827,[192.168.1.91- 192.168.1.93],application,vibrational,11,,,11,x
8154,8164,1606613081823,1,-1,828,[192.168.1.91- 192.168.1.93],application,vibrational,10,,,10,x
8163,8171,1606613081832,1,-1,829,[192.168.1.91- 192.168.1.93],application,info,8,8,,,x
8174,8185,1606613081843,1,-1,830,[192.168.1.91- 192.168.1.93],application,vibrational,11,,,11,x
8182,8194,1606613081851,1,-1,831,[192.168.1.91- 192.168.1.93],application,video,12,,12,,x
8191,8200,1606613081860,1,-1,832,[192.168.1.91- 192.168.1.93],application,info,9,9,,,x
8200,8210,1606613081869,1,-1,833,[192.168.1.91- 192.168.1.93],application,video,10,,10,,x
8209,8220,1606613081878,1,-1,834,[192.168.1.91- 192.168.1.93],application,video,11,,11,,x
8220,8229,1606613081889,1,-1,835,[192.168.1.91- 192.168.1.93],application,info,9,9,,,x
8238,8251,1606613081907,1,-1,837,[192.168.1.91- 192.168.1.93],application,video,13,,13,,x
8230,8254,1606613081899,1,-1,836,[192.168.1.91- 192.168.1.93],application,vibrational,24,,,24,x
8246,8261,1606613081915,1,-1,838,[192.168.1.91- 192.168.1.93],application,info,15,15,,,x
8254,8266,1606613081923,1,-1,839,[192.168.1.91- 192.168.1.93],application,info,12,12,,,x
8263,8270,1606613081932,1,-1,840,[192.168.1.91- 192.168.1.93],application,vibrational,7,,,7,x
8271,8290,1606613081940,1,-1,841,[192.168.1.91- 192.168.1.93],application,info,19,19,,,x
8279,8298,1606613081948,1,-1,842,[192.168.1.91- 192.168.1.93],application,info,19,19,,,x
8288,8327,1606613081957,1,-1,843,[192.168.1.91- 192.168.1.93],application,vibrational,39,,,39,x
8296,8336,1606613081965,1,-1,844,[192.168.1.91- 192.168.1.93],application,vibrational,40,,,40,x
8316,8355,1606613081985,1,-1,846,[192.168.1.91- 192.168.1.93],application,info,39,39,,,x
8305,8357,1606613081974,1,-1,845,[192.168.1.91- 192.168.1.93],application,video,52,,52,,x
8324,8358,1606613081993,1,-1,847,[192.168.1.91- 192.168.1.93],application,video,34,,34,,x
8333,8361,1606613082002,1,-1,848,[192.168.1.91- 192.168.1.93],application,info,28,28,,,x
8341,8364,1606613082010,1,-1,849,[192.168.1.91- 192.168.1.93],application,video,23,,23,,x
8352,8365,1606613082021,1,-1,850,[192.168.1.91- 192.168.1.93],application,info,13,13,,,
8362,8380,1606613082031,1,-1,851,[192.168.1.91- 192.168.1.93],application,video,18,,18,,x
8371,8384,1606613082040,1,-1,852,[192.168.1.91- 192.168.1.93],application,vibrational,13,,,13,x
8380,8412,1606613082049,1,-1,853,[192.168.1.91- 192.168.1.93],application,vibrational,32,,,32,x
8391,8415,1606613082060,1,-1,854,[192.168.1.91- 192.168.1.93],application,video,24,,24,,x
8400,8417,1606613082069,1,-1,855,[192.168.1.91- 192.168.1.93],application,video,17,,17,,x
8408,8420,1606613082077,1,-1,856,[192.168.1.91- 192.168.1.93],application,vibrational,12,,,12,x
8417,8424,1606613082086,1,-1,857,[192.168.1.91- 192.168.1.93],application,video,7,,7,,x
8425,8439,1606613082094,1,-1,858,[192.168.1.91- 192.168.1.93],application,vibrational,14,,,14,x
8433,8449,1606613082102,1,-1,859,[192.168.1.91- 192.168.1.93],application,info,16,16,,,x
8442,8452,1606613082111,1,-1,860,[192.168.1.91- 192.168.1.93],application,info,10,10,,,
8450,8456,1606613082119,1,-1,861,[192.168.1.91- 192.168.1.93],application,info,6,6,,,x
8458,8467,1606613082127,1,-1,862,[192.168.1.91- 192.168.1.93],application,video,9,,9,,x
8470,8484,1606613082139,1,-1,863,[192.168.1.91- 192.168.1.93],application,vibrational,14,,,14,x
8478,8498,1606613082147,1,-1,864,[192.168.1.91- 192.168.1.93],application,info,20,20,,,x
8486,8502,1606613082155,1,-1,865,[192.168.1.91- 192.168.1.93],application,vibrational,16,,,16,x
8495,8506,1606613082164,1,-1,866,[192.168.1.91- 192.168.1.93],application,vibrational,11,,,11,x
8504,8514,1606613082173,1,-1,867,[192.168.1.91- 192.168.1.93],application,info,10,10,,,x
8512,8533,1606613082181,1,-1,868,[192.168.1.91- 192.168.1.93],application,video,21,,21,,x
8523,8548,1606613082192,1,-1,869,[192.168.1.91- 192.168.1.93],application,info,25,25,,,x
8536,8562,1606613082205,1,-1,870,[192.168.1.91- 192.168.1.93],application,video,26,,26,,x
8544,8564,1606613082213,1,-1,871,[192.168.1.91- 192.168.1.93],application,vibrational,20,,,20,
8554,8568,1606613082223,1,-1,872,[192.168.1.91- 192.168.1.93],application,video,14,,14,,x
8562,8579,1606613082231,1,-1,873,[192.168.1.91- 192.168.1.93],application,info,17,17,,,x
8573,8596,1606613082242,1,-1,874,[192.168.1.91- 192.168.1.93],application,vibrational,23,,,23,x
8584,8607,1606613082253,1,-1,875,[192.168.1.91- 192.168.1.93],application,video,23,,23,,x
8592,8612,1606613082261,1,-1,876,[192.168.1.91- 192.168.1.93],application,info,20,20,,,x
8600,8625,1606613082269,1,-1,877,[192.168.1.91- 192.168.1.93],application,vibrational,25,,,25,x
8608,8629,1606613082277,1,-1,878,[192.168.1.91- 192.168.1.93],application,info,21,21,,,
8617,8631,1606613082286,1,-1,879,[192.168.1.91- 192.168.1.93],application,vibrational,14,,,14,x
8625,8635,1606613082294,1,-1,880,[192.168.1.91- 192.168.1.93],application,vibrational,10,,,10,x
8633,8653,1606613082302,1,-1,881,[192.168.1.91- 192.168.1.93],application,info,20,20,,,
8641,8659,1606613082310,1,-1,882,[192.168.1.91- 192.168.1.93],application,video,18,,18,,x
8652,8661,1606613082321,1,-1,883,[192.168.1.91- 192.168.1.93],application,video,9,,9,,
8660,8679,1606613082329,1,-1,884,[192.168.1.91- 192.168.1.93],application,vibrational,19,,,19,x
8669,8687,1606613082338,1,-1,885,[192.168.1.91- 192.168.1.93],application,video,18,,18,,x
8678,8695,1606613082347,1,-1,886,[192.168.1.91- 192.168.1.93],application,info,17,17,,,x
8687,8700,1606613082356,1,-1,887,[192.168.1.91- 192.168.1.93],application,vibrational,13,,,13,
8696,8704,1606613082365,1,-1,888,[192.168.1.91- 192.168.1.93],application,info,8,8,,,x
8703,8720,1606613082372,1,-1,889,[192.168.1.91- 192.168.1.93],application,vibrational,17,,,17,x
8712,8725,1606613082381,1,-1,890,[192.168.1.91- 192.168.1.93],application,vibrational,13,,,13,x
8720,8731,1606613082389,1,-1,891,[192.168.1.91- 192.168.1.93],application,video,11,,11,,
8728,8736,1606613082397,1,-1,892,[192.168.1.91- 192.168.1.93],application,vibrational,8,,,8,x
8736,8746,1606613082405,1,-1,893,[192.168.1.91- 192.168.1.93],application,vibrational,10,,,10,x
8746,8755,1606613082415,1,-1,894,[192.168.1.91- 192.168.1.93],application,vibrational,9,,,9,x
8754,8764,1606613082423,1,-1,895,[192.168.1.91- 192.168.1.93],application,video,10,,10,,x
8765,8775,1606613082434,1,-1,896,[192.168.1.91- 192.168.1.93],application,vibrational,10,,,10,x
8775,8789,1606613082444,1,-1,897,[192.168.1.91- 192.168.1.93],application,info,14,14,,,x
8783,8792,1606613082452,1,-1,898,[192.168.1.91- 192.168.1.93],application,info,9,9,,,x
8791,8804,1606613082460,1,-1,899,[192.168.1.91- 192.168.1.93],application,video,13,,13,,x
8801,8811,1606613082470,1,-1,900,[192.168.1.91- 192.168.1.93],application,info,10,10,,,x
8810,8821,1606613082479,1,-1,901,[192.168.1.91- 192.168.1.93],application,info,11,11,,,x
8819,8838,1606613082488,1,-1,902,[192.168.1.91- 192.168.1.93],application,vibrational,19,,,19,x
8829,8842,1606613082498,1,-1,903,[192.168.1.91- 192.168.1.93],application,video,13,,13,,
8837,8845,1606613082506,1,-1,904,[192.168.1.91- 192.168.1.93],application,vibrational,8,,,8,x
8848,8857,1606613082517,1,-1,905,[192.168.1.91- 192.168.1.93],application,info,9,9,,,x
8860,8872,1606613082529,1,-1,906,[192.168.1.91- 192.168.1.93],application,info,12,12,,,
8873,8881,1606613082542,1,-1,907,[192.168.1.91- 192.168.1.93],application,video,8,,8,,x
8883,8896,1606613082552,1,-1,908,[192.168.1.91- 192.168.1.93],application,video,13,,13,,x
8892,8904,1606613082561,1,-1,909,[192.168.1.91- 192.168.1.93],application,vibrational,12,,,12,x
8905,8915,1606613082574,1,-1,910,[192.168.1.91- 192.168.1.93],application,video,10,,10,,x
8920,8934,1606613082589,1,-1,911,[192.168.1.91- 192.168.1.93],application,info,14,14,,,
8930,8939,1606613082599,1,-1,912,[192.168.1.91- 192.168.1.93],application,info,9,9,,,x
8940,8963,1606613082609,1,-1,913,[192.168.1.91- 192.168.1.93],application,vibrational,23,,,23,x
8949,8965,1606613082618,1,-1,914,[192.168.1.91- 192.168.1.93],application,video,16,,16,,x
8957,8968,1606613082626,1,-1,915,[192.168.1.91- 192.168.1.93],application,video,11,,11,,x
8966,8976,1606613082635,1,-1,916,[192.168.1.91- 192.168.1.93],application,vibrational,10,,,10,x
8975,8994,1606613082644,1,-1,917,[192.168.1.91- 192.168.1.93],application,vibrational,19,,,19,x
8990,9022,1606613082659,1,-1,918,[192.168.1.91- 192.168.1.93],application,info,32,32,,,x
8998,9043,1606613082667,1,-1,919,[192.168.1.91- 192.168.1.93],application,info,45,45,,,x
9006,9051,1606613082675,1,-1,920,[192.168.1.91- 192.168.1.93],application,video,45,,45,,x
9017,9054,1606613082686,1,-1,921,[192.168.1.91- 192.168.1.93],application,video,37,,37,,x
9028,9056,1606613082697,1,-1,922,[192.168.1.91- 192.168.1.93],application,video,28,,28,,x
9037,9061,1606613082706,1,-1,923,[192.168.1.91- 192.168.1.93],application,vibrational,24,,,24,x
9045,9063,1606613082714,1,-1,924,[192.168.1.91- 192.168.1.93],application,video,18,,18,,x
9054,9065,1606613082723,1,-1,925,[192.168.1.91- 192.168.1.93],application,info,11,11,,,x
9063,9071,1606613082732,1,-1,926,[192.168.1.91- 192.168.1.93],application,video,8,,8,,x
9071,9093,1606613082740,1,-1,927,[192.168.1.91- 192.168.1.93],application,info,22,22,,,x
9079,9095,1606613082748,1,-1,928,[192.168.1.91- 192.168.1.93],application,info,16,16,,,x
9087,9108,1606613082756,1,-1,929,[192.168.1.91- 192.168.1.93],application,vibrational,21,,,21,
9095,9115,1606613082764,1,-1,930,[192.168.1.91- 192.168.1.93],application,video,20,,20,,x
9103,9129,1606613082772,1,-1,931,[192.168.1.91- 192.168.1.93],application,video,26,,26,,x
9120,9131,1606613082789,1,-1,933,[192.168.1.91- 192.168.1.93],application,video,11,,11,,
9112,9135,1606613082781,1,-1,932,[192.168.1.91- 192.168.1.93],application,video,23,,23,,x
9128,9141,1606613082797,1,-1,934,[192.168.1.91- 192.168.1.93],application,video,13,,13,,x
9136,9152,1606613082805,1,-1,935,[192.168.1.91- 192.168.1.93],application,info,16,16,,,x
9147,9167,1606613082816,1,-1,936,[192.168.1.91- 192.168.1.93],application,vibrational,20,,,20,x
9155,9171,1606613082824,1,-1,937,[192.168.1.91- 192.168.1.93],application,video,16,,16,,x
9164,9176,1606613082833,1,-1,938,[192.168.1.91- 192.168.1.93],application,vibrational,12,,,12,x
9175,9186,1606613082844,1,-1,939,[192.168.1.91- 192.168.1.93],application,vibrational,11,,,11,x
9192,9206,1606613082861,1,-1,941,[192.168.1.91- 192.168.1.93],application,vibrational,14,,,14,x
9184,9210,1606613082853,1,-1,940,[192.168.1.91- 192.168.1.93],application,vibrational,26,,,26,x
9201,9222,1606613082870,1,-1,942,[192.168.1.91- 192.168.1.93],application,video,21,,21,,
9210,9227,1606613082879,1,-1,943,[192.168.1.91- 192.168.1.93],application,info,17,17,,,x
9218,9238,1606613082887,1,-1,944,[192.168.1.91- 192.168.1.93],application,vibrational,20,,,20,x
9226,9249,1606613082895,1,-1,945,[192.168.1.91- 192.168.1.93],application,video,23,,23,,x
9235,9252,1606613082904,1,-1,946,[192.168.1.91- 192.168.1.93],application,info,17,17,,,x
9243,9255,1606613082912,1,-1,947,[192.168.1.91- 192.168.1.93],application,video,12,,12,,x
9254,9267,1606613082923,1,-1,948,[192.168.1.91- 192.168.1.93],application,video,13,,13,,x
9262,9274,1606613082931,1,-1,949,[192.168.1.91- 192.168.1.93],application,vibrational,12,,,12,x
9271,9284,1606613082940,1,-1,950,[192.168.1.91- 192.168.1.93],application,info,13,13,,,x
9279,9288,1606613082948,1,-1,951,[192.168.1.91- 192.168.1.93],application,video,9,,9,,x
9287,9300,1606613082956,1,-1,952,[192.168.1.91- 192.168.1.93],application,video,13,,13,,x
9295,9307,1606613082964,1,-1,953,[192.168.1.91- 192.168.1.93],application,info,12,12,,,x
9304,9323,1606613082973,1,-1,954,[192.168.1.91- 192.168.1.93],application,info,19,19,,,x
9312,9328,1606613082981,1,-1,955,[192.168.1.91- 192.168.1.93],application,info,16,16,,,x
9320,9338,1606613082989,1,-1,956,[192.168.1.91- 192.168.1.93],application,info,18,18,,,x
9328,9341,1606613082997,1,-1,957,[192.168.1.91- 192.168.1.93],application,info,13,13,,,x
9337,9350,1606613083006,1,-1,958,[192.168.1.91- 192.168.1.93],application,video,13,,13,,x
9348,9367,1606613083017,1,-1,959,[192.168.1.91- 192.168.1.93],application,vibrational,19,,,19,x
9356,9371,1606613083025,1,-1,960,[192.168.1.91- 192.168.1.93],application,info,15,15,,,x
9364,9376,1606613083033,1,-1,961,[192.168.1.91- 192.168.1.93],application,vibrational,12,,,12,x
9372,9384,1606613083041,1,-1,962,[192.168.1.91- 192.168.1.93],application,video,12,,12,,x
9384,9397,1606613083053,1,-1,963,[192.168.1.91- 192.168.1.93],application,video,13,,13,,x
9394,9427,1606613083063,1,-1,964,[192.168.1.91- 192.168.1.93],application,info,33,33,,,x
9404,9430,1606613083073,1,-1,965,[192.168.1.91- 192.168.1.93],application,vibrational,26,,,26,
9414,9432,1606613083083,1,-1,966,[192.168.1.91- 192.168.1.93],application,vibrational,18,,,18,x
9423,9435,1606613083092,1,-1,967,[192.168.1.91- 192.168.1.93],application,vibrational,12,,,12,x
9431,9438,1606613083100,1,-1,968,[192.168.1.91- 192.168.1.93],application,info,7,7,,,x
9439,9452,1606613083108,1,-1,969,[192.168.1.91- 192.168.1.93],application,vibrational,13,,,13,
9448,9467,1606613083117,1,-1,970,[192.168.1.91- 192.168.1.93],application,info,19,19,,,x
9457,9475,1606613083126,1,-1,971,[192.168.1.91- 192.168.1.93],application,info,18,18,,,x
9465,9486,1606613083134,1,-1,972,[192.168.1.91- 192.168.1.93],application,video,21,,21,,x
9475,9488,1606613083144,1,-1,973,[192.168.1.91- 192.168.1.93],application,vibrational,13,,,13,x
9486,9517,1606613083155,1,-1,974,[192.168.1.91- 192.168.1.93],application,video,31,,31,,x
9495,9520,1606613083164,1,-1,975,[192.168.1.91- 192.168.1.93],application,info,25,25,,,x
9507,9521,1606613083176,1,-1,976,[192.168.1.91- 192.168.1.93],application,info,14,14,,,x
9518,9526,1606613083187,1,-1,977,[192.168.1.91- 192.168.1.93],application,info,8,8,,,x
9526,9541,1606613083195,1,-1,978,[192.168.1.91- 192.168.1.93],application,info,15,15,,,x
9537,9569,1606613083206,1,-1,979,[192.168.1.91- 192.168.1.93],application,vibrational,32,,,32,x
9546,9580,1606613083215,1,-1,980,[192.168.1.91- 192.168.1.93],application,info,34,34,,,x
9554,9582,1606613083223,1,-1,981,[192.168.1.91- 192.168.1.93],application,video,28,,28,,x
9565,9587,1606613083234,1,-1,982,[192.168.1.91- 192.168.1.93],application,video,22,,22,,x
9574,9589,1606613083243,1,-1,983,[192.168.1.91- 192.168.1.93],application,vibrational,15,,,15,x
9583,9609,1606613083252,1,-1,984,[192.168.1.91- 192.168.1.93],application,video,26,,26,,x
9607,9630,1606613083276,1,-1,986,[192.168.1.91- 192.168.1.93],application,video,23,,23,,x
9615,9640,1606613083284,1,-1,987,[192.168.1.91- 192.168.1.93],application,info,25,25,,,
9597,9642,1606613083266,1,-1,985,[192.168.1.91- 192.168.1.93],application,vibrational,45,,,45,
9636,9647,1606613083305,1,-1,989,[192.168.1.91- 192.168.1.93],application,video,11,,11,,x
9624,9649,1606613083293,1,-1,988,[192.168.1.91- 192.168.1.93],application,vibrational,25,,,25,x
9645,9671,1606613083314,1,-1,990,[192.168.1.91- 192.168.1.93],application,vibrational,26,,,26,x
9653,9673,1606613083322,1,-1,991,[192.168.1.91- 192.168.1.93],application,vibrational,20,,,20,x
9661,9677,1606613083330,1,-1,992,[192.168.1.91- 192.168.1.93],application,vibrational,16,,,16,x
9669,9679,1606613083338,1,-1,993,[192.168.1.91- 192.168.1.93],application,info,10,10,,,x
9686,9707,1606613083355,1,-1,995,[192.168.1.91- 192.168.1.93],application,info,21,21,,,x
9678,9709,1606613083347,1,-1,994,[192.168.1.91- 192.168.1.93],application,info,31,31,,,x
9694,9710,1606613083363,1,-1,996,[192.168.1.91- 192.168.1.93],application,vibrational,16,,,16,
9703,9712,1606613083372,1,-1,997,[192.168.1.91- 192.168.1.93],application,video,9,,9,,
9711,9735,1606613083380,1,-1,998,[192.168.1.91- 192.168.1.93],application,info,24,24,,,x
9720,9737,1606613083389,1,-1,999,[192.168.1.91- 192.168.1.93],application,info,17,17,,,x
9728,9738,1606613083397,1,-1,1000,[192.168.1.91- 192.168.1.93],application,vibrational,10,,,10,x
9739,9749,1606613083408,1,-1,1001,[192.168.1.91- 192.168.1.93],application,vibrational,10,,,10,x
9747,9776,1606613083416,1,-1,1002,[192.168.1.91- 192.168.1.93],application,info,29,29,,,x
9755,9781,1606613083424,1,-1,1003,[192.168.1.91- 192.168.1.93],application,info,26,26,,,x
9764,9783,1606613083433,1,-1,1004,[192.168.1.91- 192.168.1.93],application,video,19,,19,,x
9772,9798,1606613083441,1,-1,1005,[192.168.1.91- 192.168.1.93],application,vibrational,26,,,26,x
9781,9822,1606613083450,1,-1,1006,[192.168.1.91- 192.168.1.93],application,video,41,,41,,x
9789,9825,1606613083458,1,-1,1007,[192.168.1.91- 192.168.1.93],application,video,36,,36,,x
9799,9826,1606613083468,1,-1,1008,[192.168.1.91- 192.168.1.93],application,vibrational,27,,,27,x
9808,9827,1606613083477,1,-1,1009,[192.168.1.91- 192.168.1.93],application,info,19,19,,,x
9816,9828,1606613083485,1,-1,1010,[192.168.1.91- 192.168.1.93],application,vibrational,12,,,12,x
9824,9836,1606613083493,1,-1,1011,[192.168.1.91- 192.168.1.93],application,video,12,,12,,x
9833,9844,1606613083502,1,-1,1012,[192.168.1.91- 192.168.1.93],application,info,11,11,,,x
9851,9865,1606613083520,1,-1,1014,[192.168.1.91- 192.168.1.93],application,video,14,,14,,x
9841,9872,1606613083510,1,-1,1013,[192.168.1.91- 192.168.1.93],application,vibrational,31,,,31,x
9860,9874,1606613083529,1,-1,1015,[192.168.1.91- 192.168.1.93],application,video,14,,14,,x
9868,9886,1606613083537,1,-1,1016,[192.168.1.91- 192.168.1.93],application,video,18,,18,,x
9876,9891,1606613083545,1,-1,1017,[192.168.1.91- 192.168.1.93],application,info,15,15,,,x
9884,9892,1606613083553,1,-1,1018,[192.168.1.91- 192.168.1.93],application,vibrational,8,,,8,
9892,9924,1606613083561,1,-1,1019,[192.168.1.91- 192.168.1.93],application,info,32,32,,,x
9900,9930,1606613083569,1,-1,1020,[192.168.1.91- 192.168.1.93],application,info,30,30,,,x
9909,9933,1606613083578,1,-1,1021,[192.168.1.91- 192.168.1.93],application,video,24,,24,,x
9917,9935,1606613083586,1,-1,1022,[192.168.1.91- 192.168.1.93],application,video,18,,18,,
9925,9953,1606613083594,1,-1,1023,[192.168.1.91- 192.168.1.93],application,video,28,,28,,x
9934,9956,1606613083603,1,-1,1024,[192.168.1.91- 192.168.1.93],application,vibrational,22,,,22,x
9946,9959,1606613083615,1,-1,1025,[192.168.1.91- 192.168.1.93],application,vibrational,13,,,13,x
9955,9962,1606613083624,1,-1,1026,[192.168.1.91- 192.168.1.93],application,info,7,7,,,x
9963,9990,1606613083632,1,-1,1027,[192.168.1.91- 192.168.1.93],application,info,27,27,,,x
9974,9991,1606613083643,1,-1,1028,[192.168.1.91- 192.168.1.93],application,video,17,,17,,x
9983,9993,1606613083652,1,-1,1029,[192.168.1.91- 192.168.1.93],application,vibrational,10,,,10,x
9992,10005,1606613083661,1,-1,1030,[192.168.1.91- 192.168.1.93],application,vibrational,13,,,13,x
10002,10012,1606613083671,1,-1,1031,[192.168.1.91- 192.168.1.93],application,vibrational,10,,,10,x
10010,10022,1606613083679,1,-1,1033,[192.168.1.91- 192.168.1.93],application,info,12,12,,,x
10006,10035,1606613083675,1,-1,1032,[192.168.1.91- 192.168.1.93],application,vibrational,29,,,29,x
10014,10039,1606613083683,1,-1,1034,[192.168.1.91- 192.168.1.93],application,video,25,,25,,x
10016,10044,1606613083685,1,-1,1035,[192.168.1.91- 192.168.1.93],application,video,28,,28,,x
10022,10047,1606613083691,1,-1,1036,[192.168.1.91- 192.168.1.93],application,video,25,,25,,x
10026,10058,1606613083695,1,-1,1037,[192.168.1.91- 192.168.1.93],application,info,32,32,,,x
10035,10062,1606613083704,1,-1,1039,[192.168.1.91- 192.168.1.93],application,info,27,27,,,x
10029,10065,1606613083698,1,-1,1038,[192.168.1.91- 192.168.1.93],application,vibrational,36,,,36,x
10042,10074,1606613083711,1,-1,1040,[192.168.1.91- 192.168.1.93],application,vibrational,32,,,32,x
10047,10087,1606613083716,1,-1,1041,[192.168.1.91- 192.168.1.93],application,video,40,,40,,x
10050,10104,1606613083719,1,-1,1042,[192.168.1.91- 192.168.1.93],application,vibrational,54,,,54,x
10063,10105,1606613083732,1,-1,1044,[192.168.1.91- 192.168.1.93],application,vibrational,42,,,42,x
10066,10107,1606613083735,1,-1,1045,[192.168.1.91- 192.168.1.93],application,vibrational,41,,,41,x
10068,10129,1606613083737,1,-1,1046,[192.168.1.91- 192.168.1.93],application,info,61,61,,,x
10054,10133,1606613083723,1,-1,1043,[192.168.1.91- 192.168.1.93],application,vibrational,79,,,79,x
10074,10136,1606613083743,1,-1,1047,[192.168.1.91- 192.168.1.93],application,video,62,,62,,x
10081,10140,1606613083750,1,-1,1048,[192.168.1.91- 192.168.1.93],application,vibrational,59,,,59,x
10088,10173,1606613083757,1,-1,1049,[192.168.1.91- 192.168.1.93],application,info,85,85,,,x
10095,10176,1606613083764,1,-1,1050,[192.168.1.91- 192.168.1.93],application,info,81,81,,,x
10101,10178,1606613083770,1,-1,1051,[192.168.1.91- 192.168.1.93],application,info,77,77,,,x
10103,10181,1606613083772,1,-1,1052,[192.168.1.91- 192.168.1.93],application,video,78,,78,,x
10107,10184,1606613083776,1,-1,1054,[192.168.1.91- 192.168.1.93],application,info,77,77,,,x
10105,10189,1606613083774,1,-1,1053,[192.168.1.91- 192.168.1.93],application,info,84,84,,,x
10113,10193,1606613083782,1,-1,1056,[192.168.1.91- 192.168.1.93],application,info,80,80,,,x
10111,10197,1606613083780,1,-1,1055,[192.168.1.91- 192.168.1.93],application,info,86,86,,,x
10124,10199,1606613083793,1,-1,1057,[192.168.1.91- 192.168.1.93],application,video,75,,75,,x
10141,10202,1606613083810,1,-1,1059,[192.168.1.91- 192.168.1.93],application,info,61,61,,,x
10137,10204,1606613083806,1,-1,1058,[192.168.1.91- 192.168.1.93],application,vibrational,67,,,67,x
10153,10208,1606613083822,1,-1,1061,[192.168.1.91- 192.168.1.93],application,vibrational,55,,,55,x
10145,10230,1606613083814,1,-1,1060,[192.168.1.91- 192.168.1.93],application,video,85,,85,,x
10156,10232,1606613083825,1,-1,1062,[192.168.1.91- 192.168.1.93],application,video,76,,76,,x
10162,10233,1606613083831,1,-1,1063,[192.168.1.91- 192.168.1.93],application,video,71,,71,,x
10170,10234,1606613083839,1,-1,1064,[192.168.1.91- 192.168.1.93],application,info,64,64,,,x
10174,10235,1606613083843,1,-1,1066,[192.168.1.91- 192.168.1.93],application,info,61,61,,,x
10172,10238,1606613083841,1,-1,1065,[192.168.1.91- 192.168.1.93],application,vibrational,66,,,66,x
10177,10239,1606613083846,1,-1,1067,[192.168.1.91- 192.168.1.93],application,vibrational,62,,,62,x
10182,10258,1606613083851,1,-1,1068,[192.168.1.91- 192.168.1.93],application,vibrational,76,,,76,
10186,10259,1606613083855,1,-1,1069,[192.168.1.91- 192.168.1.93],application,vibrational,73,,,73,
10188,10260,1606613083857,1,-1,1070,[192.168.1.91- 192.168.1.93],application,video,72,,72,,x
10190,10261,1606613083859,1,-1,1071,[192.168.1.91- 192.168.1.93],application,vibrational,71,,,71,x
10208,10262,1606613083877,1,-1,1073,[192.168.1.91- 192.168.1.93],application,vibrational,54,,,54,x
10195,10263,1606613083864,1,-1,1072,[192.168.1.91- 192.168.1.93],application,vibrational,68,,,68,x
10213,10264,1606613083882,1,-1,1074,[192.168.1.91- 192.168.1.93],application,info,51,51,,,x
10226,10279,1606613083895,1,-1,1075,[192.168.1.91- 192.168.1.93],application,video,53,,53,,x
10229,10283,1606613083898,1,-1,1076,[192.168.1.91- 192.168.1.93],application,info,54,54,,,x
10232,10288,1606613083901,1,-1,1077,[192.168.1.91- 192.168.1.93],application,info,56,56,,,x
10234,10292,1606613083903,1,-1,1078,[192.168.1.91- 192.168.1.93],application,info,58,58,,,x
10247,10295,1606613083916,1,-1,1080,[192.168.1.91- 192.168.1.93],application,video,48,,48,,x
10238,10297,1606613083907,1,-1,1079,[192.168.1.91- 192.168.1.93],application,video,59,,59,,x
10251,10302,1606613083920,1,-1,1081,[192.168.1.91- 192.168.1.93],application,video,51,,51,,x
10255,10306,1606613083924,1,-1,1082,[192.168.1.91- 192.168.1.93],application,video,51,,51,,x
10268,10309,1606613083937,1,-1,1087,[192.168.1.91- 192.168.1.93],application,info,41,41,,,x
10261,10311,1606613083930,1,-1,1084,[192.168.1.91- 192.168.1.93],application,vibrational,50,,,50,x
10271,10313,1606613083940,1,-1,1088,[192.168.1.91- 192.168.1.93],application,info,42,42,,,x
10259,10315,1606613083928,1,-1,1083,[192.168.1.91- 192.168.1.93],application,video,56,,56,,x
