SimulationTimeStamp,Received time, Sent time, FlowID, RouteID, SeqNumber, Dest, level, PktType, All latencies, Info Lat, Video Lat, Vibr Lat
17839,17880,1606613091508,1,-1,2569,[192.168.1.91- 192.168.1.93],application,info,41,41,,,x
17846,17883,1606613091515,1,-1,2573,[192.168.1.91- 192.168.1.93],application,video,37,,37,,x
17863,17888,1606613091532,1,-1,2575,[192.168.1.91- 192.168.1.93],application,vibrational,25,,,25,x
17855,17902,1606613091524,1,-1,2574,[192.168.1.91- 192.168.1.93],application,info,47,47,,,x
17845,17912,1606613091514,1,-1,2572,[192.168.1.91- 192.168.1.93],application,info,67,67,,,x
17841,17918,1606613091510,1,-1,2570,[192.168.1.91- 192.168.1.93],application,video,77,,77,,x
17734,17921,1606613091403,1,-1,2552,[192.168.1.91- 192.168.1.93],application,video,187,,187,,
17843,17922,1606613091512,1,-1,2571,[192.168.1.91- 192.168.1.93],application,video,79,,79,,x
17895,17933,1606613091564,1,-1,2581,[192.168.1.91- 192.168.1.93],application,video,38,,38,,x
17918,17939,1606613091587,1,-1,2586,[192.168.1.91- 192.168.1.93],application,vibrational,21,,,21,x
17912,17951,1606613091581,1,-1,2584,[192.168.1.91- 192.168.1.93],application,vibrational,39,,,39,x
17910,17953,1606613091579,1,-1,2583,[192.168.1.91- 192.168.1.93],application,info,43,43,,,x
17924,17955,1606613091593,1,-1,2588,[192.168.1.91- 192.168.1.93],application,info,31,31,,,x
17920,17956,1606613091589,1,-1,2587,[192.168.1.91- 192.168.1.93],application,info,36,36,,,x
17926,17961,1606613091595,1,-1,2589,[192.168.1.91- 192.168.1.93],application,info,35,35,,,x
17947,17966,1606613091616,1,-1,2591,[192.168.1.91- 192.168.1.93],application,info,19,19,,,x
17950,17979,1606613091619,1,-1,2592,[192.168.1.91- 192.168.1.93],application,video,29,,29,,x
17962,17990,1606613091631,1,-1,2595,[192.168.1.91- 192.168.1.93],application,info,28,28,,,x
17968,17991,1606613091637,1,-1,2596,[192.168.1.91- 192.168.1.93],application,info,23,23,,,x
17957,17992,1606613091626,1,-1,2594,[192.168.1.91- 192.168.1.93],application,video,35,,35,,x
17972,18002,1606613091641,1,-1,2597,[192.168.1.91- 192.168.1.93],application,info,30,30,,,x
17975,18005,1606613091644,1,-1,2598,[192.168.1.91- 192.168.1.93],application,video,30,,30,,x
17980,18009,1606613091649,1,-1,2599,[192.168.1.91- 192.168.1.93],application,video,29,,29,,x
17983,18012,1606613091652,1,-1,2600,[192.168.1.91- 192.168.1.93],application,vibrational,29,,,29,x
17990,18019,1606613091659,1,-1,2602,[192.168.1.91- 192.168.1.93],application,vibrational,29,,,29,x
17994,18022,1606613091663,1,-1,2603,[192.168.1.91- 192.168.1.93],application,info,28,28,,,x
18000,18030,1606613091669,1,-1,2604,[192.168.1.91- 192.168.1.93],application,video,30,,30,,x
18017,18053,1606613091686,1,-1,2608,[192.168.1.91- 192.168.1.93],application,vibrational,36,,,36,x
18010,18065,1606613091679,1,-1,2606,[192.168.1.91- 192.168.1.93],application,vibrational,55,,,55,x
18033,18077,1606613091702,1,-1,2609,[192.168.1.91- 192.168.1.93],application,video,44,,44,,x
18059,18078,1606613091728,1,-1,2613,[192.168.1.91- 192.168.1.93],application,info,19,19,,,x
17890,18082,1606613091559,1,-1,2580,[192.168.1.91- 192.168.1.93],application,video,192,,192,,
18036,18083,1606613091705,1,-1,2610,[192.168.1.91- 192.168.1.93],application,vibrational,47,,,47,x
18046,18094,1606613091715,1,-1,2612,[192.168.1.91- 192.168.1.93],application,info,48,48,,,x
17914,18102,1606613091583,1,-1,2585,[192.168.1.91- 192.168.1.93],application,video,188,,188,,
18080,18104,1606613091749,1,-1,2616,[192.168.1.91- 192.168.1.93],application,video,24,,24,,x
18094,18110,1606613091763,1,-1,2618,[192.168.1.91- 192.168.1.93],application,info,16,16,,,x
18102,18136,1606613091771,1,-1,2619,[192.168.1.91- 192.168.1.93],application,info,34,34,,,x
18106,18144,1606613091775,1,-1,2621,[192.168.1.91- 192.168.1.93],application,vibrational,38,,,38,x
18111,18149,1606613091780,1,-1,2622,[192.168.1.91- 192.168.1.93],application,vibrational,38,,,38,x
18113,18152,1606613091782,1,-1,2623,[192.168.1.91- 192.168.1.93],application,info,39,39,,,x
18118,18155,1606613091787,1,-1,2625,[192.168.1.91- 192.168.1.93],application,info,37,37,,,x
18124,18161,1606613091793,1,-1,2627,[192.168.1.91- 192.168.1.93],application,video,37,,37,,x
18133,18169,1606613091802,1,-1,2630,[192.168.1.91- 192.168.1.93],application,vibrational,36,,,36,x
18131,18176,1606613091800,1,-1,2629,[192.168.1.91- 192.168.1.93],application,video,45,,45,,x
18136,18186,1606613091805,1,-1,2631,[192.168.1.91- 192.168.1.93],application,vibrational,50,,,50,x
18148,18208,1606613091817,1,-1,2637,[192.168.1.91- 192.168.1.93],application,info,60,60,,,x
18184,18218,1606613091853,1,-1,2639,[192.168.1.91- 192.168.1.93],application,video,34,,34,,x
18144,18222,1606613091813,1,-1,2635,[192.168.1.91- 192.168.1.93],application,video,78,,78,,x
18187,18236,1606613091856,1,-1,2640,[192.168.1.91- 192.168.1.93],application,info,49,49,,,x
18170,18239,1606613091839,1,-1,2638,[192.168.1.91- 192.168.1.93],application,video,69,,69,,x
18190,18248,1606613091859,1,-1,2641,[192.168.1.91- 192.168.1.93],application,info,58,58,,,x
18193,18257,1606613091862,1,-1,2642,[192.168.1.91- 192.168.1.93],application,vibrational,64,,,64,x
18195,18258,1606613091864,1,-1,2643,[192.168.1.91- 192.168.1.93],application,video,63,,63,,x
18207,18263,1606613091876,1,-1,2645,[192.168.1.91- 192.168.1.93],application,video,56,,56,,x
18210,18263,1606613091879,1,-1,2646,[192.168.1.91- 192.168.1.93],application,vibrational,53,,,53,x
18223,18285,1606613091892,1,-1,2648,[192.168.1.91- 192.168.1.93],application,video,62,,62,,x
18228,18290,1606613091897,1,-1,2649,[192.168.1.91- 192.168.1.93],application,video,62,,62,,x
18220,18291,1606613091889,1,-1,2647,[192.168.1.91- 192.168.1.93],application,vibrational,71,,,71,x
18245,18292,1606613091914,1,-1,2653,[192.168.1.91- 192.168.1.93],application,info,47,47,,,x
18115,18301,1606613091784,1,-1,2624,[192.168.1.91- 192.168.1.93],application,vibrational,186,,,186,
18123,18306,1606613091792,1,-1,2626,[192.168.1.91- 192.168.1.93],application,vibrational,183,,,183,
18241,18309,1606613091910,1,-1,2652,[192.168.1.91- 192.168.1.93],application,info,68,68,,,
18249,18316,1606613091918,1,-1,2655,[192.168.1.91- 192.168.1.93],application,info,67,67,,,x
18261,18334,1606613091930,1,-1,2658,[192.168.1.91- 192.168.1.93],application,vibrational,73,,,73,x
18256,18340,1606613091925,1,-1,2657,[192.168.1.91- 192.168.1.93],application,video,84,,84,,x
18265,18341,1606613091934,1,-1,2659,[192.168.1.91- 192.168.1.93],application,vibrational,76,,,76,x
18277,18348,1606613091946,1,-1,2662,[192.168.1.91- 192.168.1.93],application,info,71,71,,,x
18275,18353,1606613091944,1,-1,2661,[192.168.1.91- 192.168.1.93],application,vibrational,78,,,78,x
18281,18377,1606613091950,1,-1,2664,[192.168.1.91- 192.168.1.93],application,video,96,,96,,x
18288,18379,1606613091957,1,-1,2667,[192.168.1.91- 192.168.1.93],application,vibrational,91,,,91,x
18286,18381,1606613091955,1,-1,2666,[192.168.1.91- 192.168.1.93],application,info,95,95,,,x
18279,18383,1606613091948,1,-1,2663,[192.168.1.91- 192.168.1.93],application,vibrational,104,,,104,x
18268,18384,1606613091937,1,-1,2660,[192.168.1.91- 192.168.1.93],application,info,116,116,,,x
18283,18385,1606613091952,1,-1,2665,[192.168.1.91- 192.168.1.93],application,info,102,102,,,x
18320,18387,1606613091989,1,-1,2670,[192.168.1.91- 192.168.1.93],application,vibrational,67,,,67,x
18329,18392,1606613091998,1,-1,2671,[192.168.1.91- 192.168.1.93],application,vibrational,63,,,63,x
18332,18400,1606613092001,1,-1,2672,[192.168.1.91- 192.168.1.93],application,info,68,68,,,x
18337,18403,1606613092006,1,-1,2674,[192.168.1.91- 192.168.1.93],application,info,66,66,,,x
18339,18407,1606613092008,1,-1,2675,[192.168.1.91- 192.168.1.93],application,info,68,68,,,x
18352,18411,1606613092021,1,-1,2676,[192.168.1.91- 192.168.1.93],application,video,59,,59,,x
18357,18414,1606613092026,1,-1,2678,[192.168.1.91- 192.168.1.93],application,vibrational,57,,,57,x
18354,18417,1606613092023,1,-1,2677,[192.168.1.91- 192.168.1.93],application,vibrational,63,,,63,x
18362,18419,1606613092031,1,-1,2680,[192.168.1.91- 192.168.1.93],application,video,57,,57,,x
18360,18434,1606613092029,1,-1,2679,[192.168.1.91- 192.168.1.93],application,vibrational,74,,,74,x
18231,18444,1606613091900,1,-1,2650,[192.168.1.91- 192.168.1.93],application,vibrational,213,,,213,
18374,18454,1606613092043,1,-1,2683,[192.168.1.91- 192.168.1.93],application,info,80,80,,,x
18371,18456,1606613092040,1,-1,2681,[192.168.1.91- 192.168.1.93],application,vibrational,85,,,85,x
18376,18475,1606613092045,1,-1,2684,[192.168.1.91- 192.168.1.93],application,info,99,99,,,x
18389,18483,1606613092058,1,-1,2686,[192.168.1.91- 192.168.1.93],application,video,94,,94,,x
18396,18489,1606613092065,1,-1,2689,[192.168.1.91- 192.168.1.93],application,info,93,93,,,x
18247,18490,1606613091916,1,-1,2654,[192.168.1.91- 192.168.1.93],application,video,243,,243,,
18392,18502,1606613092061,1,-1,2687,[192.168.1.91- 192.168.1.93],application,info,110,110,,,x
18379,18510,1606613092048,1,-1,2685,[192.168.1.91- 192.168.1.93],application,vibrational,131,,,131,x
18404,18530,1606613092073,1,-1,2694,[192.168.1.91- 192.168.1.93],application,vibrational,126,,,126,x
18399,18532,1606613092068,1,-1,2691,[192.168.1.91- 192.168.1.93],application,vibrational,133,,,133,x
18403,18534,1606613092072,1,-1,2693,[192.168.1.91- 192.168.1.93],application,info,131,131,,,x
18432,18536,1606613092101,1,-1,2697,[192.168.1.91- 192.168.1.93],application,vibrational,104,,,104,x
18401,18540,1606613092070,1,-1,2692,[192.168.1.91- 192.168.1.93],application,info,139,139,,,x
18429,18541,1606613092098,1,-1,2696,[192.168.1.91- 192.168.1.93],application,vibrational,112,,,112,x
18467,18598,1606613092136,1,-1,2702,[192.168.1.91- 192.168.1.93],application,video,131,,131,,x
18472,18611,1606613092141,1,-1,2704,[192.168.1.91- 192.168.1.93],application,vibrational,139,,,139,x
18436,18615,1606613092105,1,-1,2698,[192.168.1.91- 192.168.1.93],application,video,179,,179,,x
18461,18637,1606613092130,1,-1,2701,[192.168.1.91- 192.168.1.93],application,video,176,,176,,x
18448,18646,1606613092117,1,-1,2699,[192.168.1.91- 192.168.1.93],application,video,198,,198,,x
18491,18648,1606613092160,1,-1,2707,[192.168.1.91- 192.168.1.93],application,vibrational,157,,,157,x
18487,18655,1606613092156,1,-1,2706,[192.168.1.91- 192.168.1.93],application,vibrational,168,,,168,x
18474,18665,1606613092143,1,-1,2705,[192.168.1.91- 192.168.1.93],application,vibrational,191,,,191,x
18497,18672,1606613092166,1,-1,2709,[192.168.1.91- 192.168.1.93],application,video,175,,175,,x
18494,18680,1606613092163,1,-1,2708,[192.168.1.91- 192.168.1.93],application,info,186,186,,,x
18525,18689,1606613092194,1,-1,2714,[192.168.1.91- 192.168.1.93],application,video,164,,164,,x
18522,18690,1606613092191,1,-1,2713,[192.168.1.91- 192.168.1.93],application,video,168,,168,,x
18503,18691,1606613092172,1,-1,2711,[192.168.1.91- 192.168.1.93],application,video,188,,188,,x
18529,18692,1606613092198,1,-1,2715,[192.168.1.91- 192.168.1.93],application,info,163,163,,,x
18551,18693,1606613092220,1,-1,2716,[192.168.1.91- 192.168.1.93],application,info,142,142,,,x
18516,18694,1606613092185,1,-1,2712,[192.168.1.91- 192.168.1.93],application,video,178,,178,,x
18557,18700,1606613092226,1,-1,2718,[192.168.1.91- 192.168.1.93],application,info,143,143,,,x
18571,18708,1606613092240,1,-1,2722,[192.168.1.91- 192.168.1.93],application,info,137,137,,,x
18561,18714,1606613092230,1,-1,2720,[192.168.1.91- 192.168.1.93],application,info,153,153,,,x
18574,18716,1606613092243,1,-1,2723,[192.168.1.91- 192.168.1.93],application,vibrational,142,,,142,x
18591,18723,1606613092260,1,-1,2725,[192.168.1.91- 192.168.1.93],application,video,132,,132,,x
18576,18728,1606613092245,1,-1,2724,[192.168.1.91- 192.168.1.93],application,video,152,,152,,x
18568,18730,1606613092237,1,-1,2721,[192.168.1.91- 192.168.1.93],application,info,162,162,,,x
18470,18751,1606613092139,1,-1,2703,[192.168.1.91- 192.168.1.93],application,video,281,,281,,
18620,18752,1606613092289,1,-1,2730,[192.168.1.91- 192.168.1.93],application,info,132,132,,,x
18602,18767,1606613092271,1,-1,2728,[192.168.1.91- 192.168.1.93],application,video,165,,165,,x
18633,18771,1606613092302,1,-1,2735,[192.168.1.91- 192.168.1.93],application,vibrational,138,,,138,x
18629,18772,1606613092298,1,-1,2733,[192.168.1.91- 192.168.1.93],application,video,143,,143,,x
18627,18776,1606613092296,1,-1,2732,[192.168.1.91- 192.168.1.93],application,video,149,,149,,x
18642,18790,1606613092311,1,-1,2737,[192.168.1.91- 192.168.1.93],application,video,148,,148,,x
18639,18805,1606613092308,1,-1,2736,[192.168.1.91- 192.168.1.93],application,info,166,166,,,x
18653,18807,1606613092322,1,-1,2739,[192.168.1.91- 192.168.1.93],application,info,154,154,,,x
18645,18809,1606613092314,1,-1,2738,[192.168.1.91- 192.168.1.93],application,vibrational,164,,,164,x
18655,18812,1606613092324,1,-1,2740,[192.168.1.91- 192.168.1.93],application,vibrational,157,,,157,x
18663,18813,1606613092332,1,-1,2744,[192.168.1.91- 192.168.1.93],application,video,150,,150,,x
18665,18815,1606613092334,1,-1,2745,[192.168.1.91- 192.168.1.93],application,video,150,,150,,x
18659,18817,1606613092328,1,-1,2742,[192.168.1.91- 192.168.1.93],application,video,158,,158,,x
18685,18826,1606613092354,1,-1,2747,[192.168.1.91- 192.168.1.93],application,info,141,141,,,x
18699,18830,1606613092368,1,-1,2748,[192.168.1.91- 192.168.1.93],application,info,131,131,,,x
18701,18833,1606613092370,1,-1,2749,[192.168.1.91- 192.168.1.93],application,video,132,,132,,x
18711,18839,1606613092380,1,-1,2752,[192.168.1.91- 192.168.1.93],application,video,128,,128,,x
18708,18840,1606613092377,1,-1,2751,[192.168.1.91- 192.168.1.93],application,info,132,132,,,x
18728,18841,1606613092397,1,-1,2754,[192.168.1.91- 192.168.1.93],application,vibrational,113,,,113,x
18715,18852,1606613092384,1,-1,2753,[192.168.1.91- 192.168.1.93],application,vibrational,137,,,137,x
18559,18855,1606613092228,1,-1,2719,[192.168.1.91- 192.168.1.93],application,video,296,,296,,
18737,18859,1606613092406,1,-1,2756,[192.168.1.91- 192.168.1.93],application,info,122,122,,,x
18730,18874,1606613092399,1,-1,2755,[192.168.1.91- 192.168.1.93],application,info,144,144,,,x
18740,18876,1606613092409,1,-1,2757,[192.168.1.91- 192.168.1.93],application,video,136,,136,,x
18745,18878,1606613092414,1,-1,2758,[192.168.1.91- 192.168.1.93],application,video,133,,133,,x
18751,18883,1606613092420,1,-1,2761,[192.168.1.91- 192.168.1.93],application,video,132,,132,,x
18749,18914,1606613092418,1,-1,2760,[192.168.1.91- 192.168.1.93],application,info,165,165,,,x
18753,18918,1606613092422,1,-1,2762,[192.168.1.91- 192.168.1.93],application,info,165,165,,,x
18594,18921,1606613092263,1,-1,2726,[192.168.1.91- 192.168.1.93],application,vibrational,327,,,327,
18767,18923,1606613092436,1,-1,2765,[192.168.1.91- 192.168.1.93],application,video,156,,156,,x
18761,18924,1606613092430,1,-1,2764,[192.168.1.91- 192.168.1.93],application,video,163,,163,,x
18776,18925,1606613092445,1,-1,2766,[192.168.1.91- 192.168.1.93],application,info,149,149,,,x
18779,18928,1606613092448,1,-1,2767,[192.168.1.91- 192.168.1.93],application,info,149,149,,,x
18781,18931,1606613092450,1,-1,2768,[192.168.1.91- 192.168.1.93],application,vibrational,150,,,150,x
18804,18941,1606613092473,1,-1,2776,[192.168.1.91- 192.168.1.93],application,info,137,137,,,x
18802,18950,1606613092471,1,-1,2775,[192.168.1.91- 192.168.1.93],application,vibrational,148,,,148,x
18798,18955,1606613092467,1,-1,2774,[192.168.1.91- 192.168.1.93],application,vibrational,157,,,157,x
18796,18958,1606613092465,1,-1,2773,[192.168.1.91- 192.168.1.93],application,video,162,,162,,x
18809,18966,1606613092478,1,-1,2778,[192.168.1.91- 192.168.1.93],application,video,157,,157,,x
18706,18976,1606613092375,1,-1,2750,[192.168.1.91- 192.168.1.93],application,vibrational,270,,,270,
18815,18984,1606613092484,1,-1,2781,[192.168.1.91- 192.168.1.93],application,info,169,169,,,x
18829,18989,1606613092498,1,-1,2785,[192.168.1.91- 192.168.1.93],application,vibrational,160,,,160,x
18811,18992,1606613092480,1,-1,2779,[192.168.1.91- 192.168.1.93],application,video,181,,181,,x
18841,19009,1606613092510,1,-1,2787,[192.168.1.91- 192.168.1.93],application,video,168,,168,,x
18824,19011,1606613092493,1,-1,2783,[192.168.1.91- 192.168.1.93],application,info,187,187,,,x
18853,19019,1606613092522,1,-1,2791,[192.168.1.91- 192.168.1.93],application,video,166,,166,,x
18849,19023,1606613092518,1,-1,2790,[192.168.1.91- 192.168.1.93],application,info,174,174,,,x
18847,19029,1606613092516,1,-1,2789,[192.168.1.91- 192.168.1.93],application,info,182,182,,,x
18857,19032,1606613092526,1,-1,2792,[192.168.1.91- 192.168.1.93],application,video,175,,175,,x
18866,19033,1606613092535,1,-1,2795,[192.168.1.91- 192.168.1.93],application,vibrational,167,,,167,x
18859,19034,1606613092528,1,-1,2793,[192.168.1.91- 192.168.1.93],application,info,175,175,,,x
18864,19040,1606613092533,1,-1,2794,[192.168.1.91- 192.168.1.93],application,info,176,176,,,x
18886,19052,1606613092555,1,-1,2797,[192.168.1.91- 192.168.1.93],application,vibrational,166,,,166,x
18869,19061,1606613092538,1,-1,2796,[192.168.1.91- 192.168.1.93],application,video,192,,192,,x
18897,19063,1606613092566,1,-1,2798,[192.168.1.91- 192.168.1.93],application,info,166,166,,,x
18900,19064,1606613092569,1,-1,2799,[192.168.1.91- 192.168.1.93],application,video,164,,164,,x
18922,19069,1606613092591,1,-1,2800,[192.168.1.91- 192.168.1.93],application,info,147,147,,,x
18927,19075,1606613092596,1,-1,2801,[192.168.1.91- 192.168.1.93],application,video,148,,148,,x
18950,19082,1606613092619,1,-1,2808,[192.168.1.91- 192.168.1.93],application,info,132,132,,,x
18944,19085,1606613092613,1,-1,2805,[192.168.1.91- 192.168.1.93],application,vibrational,141,,,141,x
18967,19086,1606613092636,1,-1,2812,[192.168.1.91- 192.168.1.93],application,info,119,119,,,x
18953,19087,1606613092622,1,-1,2809,[192.168.1.91- 192.168.1.93],application,vibrational,134,,,134,x
18961,19088,1606613092630,1,-1,2811,[192.168.1.91- 192.168.1.93],application,vibrational,127,,,127,x
18969,19090,1606613092638,1,-1,2813,[192.168.1.91- 192.168.1.93],application,info,121,121,,,x
18982,19102,1606613092651,1,-1,2817,[192.168.1.91- 192.168.1.93],application,vibrational,120,,,120,x
18988,19112,1606613092657,1,-1,2819,[192.168.1.91- 192.168.1.93],application,vibrational,124,,,124,x
18974,19116,1606613092643,1,-1,2814,[192.168.1.91- 192.168.1.93],application,video,142,,142,,x
19003,19118,1606613092672,1,-1,2821,[192.168.1.91- 192.168.1.93],application,vibrational,115,,,115,x
19012,19137,1606613092681,1,-1,2824,[192.168.1.91- 192.168.1.93],application,vibrational,125,,,125,x
19029,19166,1606613092698,1,-1,2827,[192.168.1.91- 192.168.1.93],application,vibrational,137,,,137,x
19038,19171,1606613092707,1,-1,2828,[192.168.1.91- 192.168.1.93],application,info,133,133,,,x
19009,19173,1606613092678,1,-1,2823,[192.168.1.91- 192.168.1.93],application,vibrational,164,,,164,x
19015,19179,1606613092684,1,-1,2825,[192.168.1.91- 192.168.1.93],application,info,164,164,,,x
19066,19182,1606613092735,1,-1,2835,[192.168.1.91- 192.168.1.93],application,vibrational,116,,,116,x
19045,19183,1606613092714,1,-1,2830,[192.168.1.91- 192.168.1.93],application,info,138,138,,,x
19047,19185,1606613092716,1,-1,2831,[192.168.1.91- 192.168.1.93],application,vibrational,138,,,138,x
19070,19186,1606613092739,1,-1,2837,[192.168.1.91- 192.168.1.93],application,vibrational,116,,,116,x
19069,19194,1606613092738,1,-1,2836,[192.168.1.91- 192.168.1.93],application,video,125,,125,,x
19051,19202,1606613092720,1,-1,2832,[192.168.1.91- 192.168.1.93],application,info,151,151,,,
19105,19214,1606613092774,1,-1,2841,[192.168.1.91- 192.168.1.93],application,vibrational,109,,,109,x
19062,19217,1606613092731,1,-1,2834,[192.168.1.91- 192.168.1.93],application,info,155,155,,,
19109,19221,1606613092778,1,-1,2843,[192.168.1.91- 192.168.1.93],application,vibrational,112,,,112,x
19100,19222,1606613092769,1,-1,2840,[192.168.1.91- 192.168.1.93],application,video,122,,122,,x
19107,19225,1606613092776,1,-1,2842,[192.168.1.91- 192.168.1.93],application,video,118,,118,,x
19113,19228,1606613092782,1,-1,2844,[192.168.1.91- 192.168.1.93],application,video,115,,115,,x
19135,19231,1606613092804,1,-1,2849,[192.168.1.91- 192.168.1.93],application,info,96,96,,,x
19128,19233,1606613092797,1,-1,2846,[192.168.1.91- 192.168.1.93],application,video,105,,105,,x
19131,19236,1606613092800,1,-1,2847,[192.168.1.91- 192.168.1.93],application,vibrational,105,,,105,x
19140,19237,1606613092809,1,-1,2850,[192.168.1.91- 192.168.1.93],application,info,97,97,,,x
19133,19239,1606613092802,1,-1,2848,[192.168.1.91- 192.168.1.93],application,video,106,,106,,x
19163,19247,1606613092832,1,-1,2855,[192.168.1.91- 192.168.1.93],application,vibrational,84,,,84,x
19172,19259,1606613092841,1,-1,2859,[192.168.1.91- 192.168.1.93],application,info,87,87,,,x
19175,19266,1606613092844,1,-1,2860,[192.168.1.91- 192.168.1.93],application,info,91,91,,,x
19177,19270,1606613092846,1,-1,2861,[192.168.1.91- 192.168.1.93],application,video,93,,93,,x
19189,19272,1606613092858,1,-1,2864,[192.168.1.91- 192.168.1.93],application,info,83,83,,,x
19018,19290,1606613092687,1,-1,2826,[192.168.1.91- 192.168.1.93],application,video,272,,272,,
19191,19298,1606613092860,1,-1,2865,[192.168.1.91- 192.168.1.93],application,info,107,107,,,x
19207,19300,1606613092876,1,-1,2867,[192.168.1.91- 192.168.1.93],application,info,93,93,,,x
19194,19302,1606613092863,1,-1,2866,[192.168.1.91- 192.168.1.93],application,video,108,,108,,x
19187,19313,1606613092856,1,-1,2863,[192.168.1.91- 192.168.1.93],application,video,126,,126,,x
19212,19318,1606613092881,1,-1,2869,[192.168.1.91- 192.168.1.93],application,info,106,106,,,x
19219,19327,1606613092888,1,-1,2871,[192.168.1.91- 192.168.1.93],application,video,108,,108,,x
19222,19332,1606613092891,1,-1,2872,[192.168.1.91- 192.168.1.93],application,vibrational,110,,,110,x
19226,19337,1606613092895,1,-1,2873,[192.168.1.91- 192.168.1.93],application,video,111,,111,,x
19232,19338,1606613092901,1,-1,2875,[192.168.1.91- 192.168.1.93],application,video,106,,106,,x
19242,19341,1606613092911,1,-1,2878,[192.168.1.91- 192.168.1.93],application,info,99,99,,,x
19237,19343,1606613092906,1,-1,2877,[192.168.1.91- 192.168.1.93],application,info,106,106,,,x
19251,19344,1606613092920,1,-1,2880,[192.168.1.91- 192.168.1.93],application,vibrational,93,,,93,x
19254,19345,1606613092923,1,-1,2881,[192.168.1.91- 192.168.1.93],application,info,91,91,,,x
19257,19347,1606613092926,1,-1,2882,[192.168.1.91- 192.168.1.93],application,info,90,90,,,x
19265,19352,1606613092934,1,-1,2886,[192.168.1.91- 192.168.1.93],application,info,87,87,,,x
19290,19360,1606613092959,1,-1,2891,[192.168.1.91- 192.168.1.93],application,vibrational,70,,,70,x
19279,19384,1606613092948,1,-1,2888,[192.168.1.91- 192.168.1.93],application,video,105,,105,,x
19295,19385,1606613092964,1,-1,2893,[192.168.1.91- 192.168.1.93],application,info,90,90,,,x
19300,19389,1606613092969,1,-1,2894,[192.168.1.91- 192.168.1.93],application,info,89,89,,,x
19161,19392,1606613092830,1,-1,2854,[192.168.1.91- 192.168.1.93],application,video,231,,231,,
19304,19417,1606613092973,1,-1,2895,[192.168.1.91- 192.168.1.93],application,info,113,113,,,x
19313,19425,1606613092982,1,-1,2899,[192.168.1.91- 192.168.1.93],application,info,112,112,,,x
19148,19426,1606613092817,1,-1,2853,[192.168.1.91- 192.168.1.93],application,video,278,,278,,
19293,19428,1606613092962,1,-1,2892,[192.168.1.91- 192.168.1.93],application,vibrational,135,,,135,x
19263,19430,1606613092932,1,-1,2885,[192.168.1.91- 192.168.1.93],application,vibrational,167,,,167,x
19315,19433,1606613092984,1,-1,2900,[192.168.1.91- 192.168.1.93],application,info,118,118,,,x
19311,19434,1606613092980,1,-1,2898,[192.168.1.91- 192.168.1.93],application,vibrational,123,,,123,x
19309,19436,1606613092978,1,-1,2897,[192.168.1.91- 192.168.1.93],application,video,127,,127,,x
19317,19442,1606613092986,1,-1,2901,[192.168.1.91- 192.168.1.93],application,info,125,125,,,x
19320,19448,1606613092989,1,-1,2902,[192.168.1.91- 192.168.1.93],application,vibrational,128,,,128,x
19325,19453,1606613092994,1,-1,2904,[192.168.1.91- 192.168.1.93],application,video,128,,128,,x
19330,19456,1606613092999,1,-1,2907,[192.168.1.91- 192.168.1.93],application,info,126,126,,,x
19354,19461,1606613093023,1,-1,2911,[192.168.1.91- 192.168.1.93],application,vibrational,107,,,107,x
19375,19467,1606613093044,1,-1,2914,[192.168.1.91- 192.168.1.93],application,vibrational,92,,,92,x
19361,19471,1606613093030,1,-1,2913,[192.168.1.91- 192.168.1.93],application,vibrational,110,,,110,x
19377,19475,1606613093046,1,-1,2915,[192.168.1.91- 192.168.1.93],application,info,98,98,,,x
19383,19478,1606613093052,1,-1,2917,[192.168.1.91- 192.168.1.93],application,vibrational,95,,,95,x
19393,19487,1606613093062,1,-1,2919,[192.168.1.91- 192.168.1.93],application,info,94,94,,,x
19387,19498,1606613093056,1,-1,2918,[192.168.1.91- 192.168.1.93],application,video,111,,111,,x
19358,19508,1606613093027,1,-1,2912,[192.168.1.91- 192.168.1.93],application,info,150,150,,,
19398,19512,1606613093067,1,-1,2921,[192.168.1.91- 192.168.1.93],application,info,114,114,,,x
19396,19515,1606613093065,1,-1,2920,[192.168.1.91- 192.168.1.93],application,vibrational,119,,,119,x
19421,19528,1606613093090,1,-1,2926,[192.168.1.91- 192.168.1.93],application,info,107,107,,,x
19401,19530,1606613093070,1,-1,2922,[192.168.1.91- 192.168.1.93],application,vibrational,129,,,129,x
19427,19538,1606613093096,1,-1,2928,[192.168.1.91- 192.168.1.93],application,info,111,111,,,x
19419,19542,1606613093088,1,-1,2925,[192.168.1.91- 192.168.1.93],application,vibrational,123,,,123,x
19431,19544,1606613093100,1,-1,2929,[192.168.1.91- 192.168.1.93],application,vibrational,113,,,113,x
19407,19550,1606613093076,1,-1,2923,[192.168.1.91- 192.168.1.93],application,info,143,143,,,x
19450,19577,1606613093119,1,-1,2934,[192.168.1.91- 192.168.1.93],application,info,127,127,,,x
19439,19580,1606613093108,1,-1,2930,[192.168.1.91- 192.168.1.93],application,info,141,141,,,
19453,19581,1606613093122,1,-1,2936,[192.168.1.91- 192.168.1.93],application,vibrational,128,,,128,x
19455,19585,1606613093124,1,-1,2937,[192.168.1.91- 192.168.1.93],application,info,130,130,,,x
19452,19598,1606613093121,1,-1,2935,[192.168.1.91- 192.168.1.93],application,info,146,146,,,x
